# t (s)	mx ()	my ()	mz ()	m_z_yrange7_ ()	I_x (A)	ext_dwxpos (m)
2.6002999428832085e-10	0.10153863	0.0014448276	-0.63209176	-0.6329605	-8e-06	1.2875097e-08
2.7004164486337423e-10	0.10154413	0.0014203325	-0.6318714	-0.63273823	-8e-06	1.28757955e-08
2.800010005105215e-10	0.101549566	0.0013923104	-0.63166	-0.6325248	-8e-06	1.2876485e-08
2.9001339887463764e-10	0.101554945	0.0013606576	-0.6314557	-0.632319	-8e-06	1.2877167e-08
3.0002600408340565e-10	0.10156009	0.001325766	-0.63126105	-0.6321225	-8e-06	1.287782e-08
3.1003885798964835e-10	0.101565026	0.0012879602	-0.63107663	-0.6319365	-8e-06	1.2878444e-08
3.2005195320457467e-10	0.10156973	0.0012475475	-0.6309032	-0.63176143	-8e-06	1.2879042e-08
3.300124974453983e-10	0.10157427	0.0012049857	-0.63074213	-0.63159895	-8e-06	1.2879618e-08
3.4002588538794247e-10	0.1015787	0.0011600214	-0.63059247	-0.631448	-8e-06	1.2880179e-08
3.500393388626299e-10	0.10158286	0.0011131159	-0.63045555	-0.63130987	-8e-06	1.2880707e-08
3.600001103483985e-10	0.10158663	0.0010648335	-0.63033235	-0.6311856	-8e-06	1.2881186e-08
3.700135492093299e-10	0.10159003	0.0010150103	-0.6302221	-0.6310743	-8e-06	1.2881614e-08
3.800269834038861e-10	0.101593085	0.00096424296	-0.6301255	-0.630977	-8e-06	1.2882003e-08
3.9004039823896805e-10	0.10159586	0.00091283105	-0.63004315	-0.63089377	-8e-06	1.2882355e-08
4.000010959115647e-10	0.10159834	0.0008612722	-0.6299751	-0.6308252	-8e-06	1.2882668e-08
4.1001450526413544e-10	0.1016005	0.00080921926	-0.62992096	-0.6307705	-8e-06	1.2882943e-08
4.2002796260171216e-10	0.10160226	0.00075722195	-0.62988096	-0.63073015	-8e-06	1.28831665e-08
4.30041435154689e-10	0.1016036	0.0007056398	-0.62985504	-0.63070405	-8e-06	1.2883335e-08
4.400022797885825e-10	0.10160452	0.0006550464	-0.62984306	-0.63069195	-8e-06	1.2883453e-08
4.500159138533389e-10	0.101605065	0.00060513295	-0.6298446	-0.6306935	-8e-06	1.2883524e-08
4.600296847899056e-10	0.10160533	0.00055638223	-0.6298596	-0.6307086	-8e-06	1.2883556e-08
4.700435093839494e-10	0.10160533	0.0005089804	-0.62988764	-0.6307368	-8e-06	1.2883557e-08
4.800046779998017e-10	0.10160502	0.0004634045	-0.629928	-0.63077754	-8e-06	1.28835165e-08
4.900186042441029e-10	0.10160429	0.00041937403	-0.6299806	-0.6308305	-8e-06	1.2883424e-08
5.000325606998248e-10	0.10160317	0.00037734164	-0.6300448	-0.63089526	-8e-06	1.2883284e-08
5.100465247407136e-10	0.10160178	0.00033750845	-0.6301199	-0.630971	-8e-06	1.2883105e-08
5.200078234092465e-10	0.101600155	0.00030023142	-0.63020486	-0.6310568	-8e-06	1.28829e-08
5.300218577907073e-10	0.101598345	0.00026521523	-0.63030005	-0.6311527	-8e-06	1.2882668e-08
5.400327849041516e-10	0.101596266	0.00023277124	-0.63040406	-0.63125765	-8e-06	1.2882406e-08
5.500427758410129e-10	0.101593964	0.00020300578	-0.6305164	-0.63137096	-8e-06	1.2882116e-08
5.600001667073033e-10	0.101591446	0.00017615547	-0.6306355	-0.631491	-8e-06	1.2881794e-08
5.700104481479492e-10	0.101588696	0.00015204086	-0.63076204	-0.63161856	-8e-06	1.2881447e-08
5.800209248441047e-10	0.10158582	0.00013087952	-0.63089424	-0.63175195	-8e-06	1.2881081e-08
5.900316213174732e-10	0.10158287	0.000112681984	-0.63103163	-0.6318906	-8e-06	1.2880707e-08
6.000425971751112e-10	0.10157983	9.74598e-05	-0.63117325	-0.6320334	-8e-06	1.2880323e-08
6.100011664256921e-10	0.1015767	8.5275635e-05	-0.6313176	-0.63217896	-8e-06	1.28799265e-08
6.200126697697651e-10	0.101573445	7.59921e-05	-0.63146526	-0.6323279	-8e-06	1.2879513e-08
6.300244113529197e-10	0.10157012	6.966285e-05	-0.6316147	-0.6324787	-8e-06	1.2879092e-08
6.400363443435162e-10	0.10156679	6.6275854e-05	-0.6317652	-0.63263047	-8e-06	1.2878668e-08
6.500484450599417e-10	0.10156346	6.580152e-05	-0.6319159	-0.6327824	-8e-06	1.2878247e-08
6.600079361694507e-10	0.10156018	6.8122215e-05	-0.6320651	-0.632933	-8e-06	1.2877831e-08
6.70020018364661e-10	0.10155689	7.316818e-05	-0.63221383	-0.633083	-8e-06	1.2877414e-08
6.800317694231319e-10	0.10155363	8.082562e-05	-0.6323605	-0.6332309	-8e-06	1.2877001e-08
6.900423471395048e-10	0.101550415	9.103027e-05	-0.6325043	-0.633376	-8e-06	1.2876593e-08
7.000519496259406e-10	0.10154727	0.00010368497	-0.6326447	-0.6335176	-8e-06	1.2876194e-08
7.100085375324459e-10	0.10154424	0.000118579526	-0.6327804	-0.6336544	-8e-06	1.287581e-08
7.200178795801405e-10	0.10154127	0.00013573175	-0.632912	-0.6337872	-8e-06	1.2875433e-08
7.300272785559298e-10	0.101538405	0.00015493097	-0.63303834	-0.63391465	-8e-06	1.287507e-08
7.400367937646021e-10	0.101535685	0.00017602812	-0.6331589	-0.63403636	-8e-06	1.2874724e-08
7.500464791472971e-10	0.10153306	0.00019887644	-0.6332733	-0.6341517	-8e-06	1.2874391e-08
7.600036316577984e-10	0.10153057	0.00022320391	-0.6333804	-0.63425976	-8e-06	1.2874076e-08
7.700136241821386e-10	0.1015282	0.0002490954	-0.633481	-0.6343611	-8e-06	1.2873774e-08
7.800237903735777e-10	0.101525985	0.00027627774	-0.63357407	-0.6344551	-8e-06	1.2873494e-08
7.900340668964985e-10	0.10152392	0.00030459353	-0.63365936	-0.63454115	-8e-06	1.2873232e-08
8.000444783111343e-10	0.10152202	0.0003338537	-0.63373667	-0.6346191	-8e-06	1.2872991e-08
8.100023174340623e-10	0.10152027	0.00036372358	-0.63380545	-0.6346885	-8e-06	1.287277e-08
8.200130387021466e-10	0.10151868	0.00039437242	-0.6338661	-0.6347497	-8e-06	1.2872569e-08
8.30023823277174e-10	0.101517245	0.0004254754	-0.6339183	-0.6348023	-8e-06	1.2872388e-08
8.400347065579704e-10	0.10151599	0.00045687918	-0.6339618	-0.63484627	-8e-06	1.2872228e-08
8.500456116366735e-10	0.10151491	0.00048841664	-0.63399667	-0.63488156	-8e-06	1.287209e-08
8.600039368208499e-10	0.101514	0.00051973545	-0.6340229	-0.6349079	-8e-06	1.2871974e-08
8.700149943778652e-10	0.10151325	0.00055103074	-0.63404053	-0.6349257	-8e-06	1.2871879e-08
8.800260998527019e-10	0.10151267	0.00058198354	-0.6340498	-0.6349351	-8e-06	1.2871807e-08
8.90037239517416e-10	0.101512305	0.000612473	-0.63405067	-0.63493603	-8e-06	1.287176e-08
9.000484101215411e-10	0.10151209	0.00064230716	-0.6340434	-0.63492876	-8e-06	1.2871733e-08
9.100068809167262e-10	0.101511985	0.0006712403	-0.6340283	-0.63491356	-8e-06	1.287172e-08
9.200180595516155e-10	0.10151202	0.00069940527	-0.6340055	-0.63489044	-8e-06	1.2871723e-08
9.300291749973051e-10	0.10151227	0.0007265524	-0.6339752	-0.63485986	-8e-06	1.2871756e-08
9.400403041626277e-10	0.10151273	0.0007525939	-0.6339377	-0.63482213	-8e-06	1.2871814e-08
9.500514552265487e-10	0.10151332	0.0007774065	-0.63389343	-0.63477755	-8e-06	1.287189e-08
9.600099011932749e-10	0.10151403	0.0008007415	-0.6338431	-0.63472676	-8e-06	1.2871979e-08
9.700210131607672e-10	0.10151488	0.0008227457	-0.6337865	-0.63466966	-8e-06	1.2872087e-08
9.800321151160243e-10	0.10151586	0.00084325316	-0.6337242	-0.63460696	-8e-06	1.2872211e-08
9.900432097678165e-10	0.10151698	0.0008621868	-0.63365686	-0.63453895	-8e-06	1.2872353e-08
1.0000016363983654e-09	0.10151825	0.0008794067	-0.6335852	-0.63446665	-8e-06	1.2872515e-08
1.010012753238153e-09	0.101519644	0.0008950279	-0.63350886	-0.63438964	-8e-06	1.2872689e-08
1.0200239244319833e-09	0.10152111	0.0009088837	-0.6334287	-0.6343088	-8e-06	1.2872878e-08
1.0300350747041872e-09	0.10152272	0.0009209475	-0.6333453	-0.6342247	-8e-06	1.2873081e-08
1.0400462442540697e-09	0.10152441	0.00093122234	-0.6332591	-0.6341377	-8e-06	1.2873295e-08
1.0500047223143075e-09	0.10152614	0.00093965064	-0.633171	-0.63404894	-8e-06	1.2873515e-08
1.0600159430475538e-09	0.10152793	0.00094630313	-0.6330807	-0.6339578	-8e-06	1.2873742e-08
1.0700271934958005e-09	0.101529844	0.0009511322	-0.632989	-0.6338653	-8e-06	1.2873984e-08
1.0800384577232645e-09	0.10153183	0.0009541559	-0.6328966	-0.633772	-8e-06	1.2874236e-08
1.090049713547949e-09	0.101533845	0.00095539575	-0.6328037	-0.6336784	-8e-06	1.2874492e-08
1.1000082822886297e-09	0.10153584	0.0009548742	-0.63271147	-0.6335854	-8e-06	1.2874746e-08
1.110019557103995e-09	0.101537876	0.0009526311	-0.63261944	-0.6334925	-8e-06	1.2875003e-08
1.120030826495005e-09	0.101539925	0.0009487134	-0.63252836	-0.6334007	-8e-06	1.2875263e-08
1.1300420802327462e-09	0.10154199	0.00094319996	-0.63243884	-0.6333104	-8e-06	1.2875524e-08
1.1400006078295869e-09	0.101544045	0.00093617226	-0.63235176	-0.63322246	-8e-06	1.2875787e-08
1.1500118081433226e-09	0.10154608	0.0009276141	-0.63226646	-0.63313645	-8e-06	1.28760425e-08
1.160022961961781e-09	0.101548016	0.0009176418	-0.6321839	-0.63305324	-8e-06	1.28762885e-08
1.17003405653753e-09	0.101549946	0.00090633635	-0.6321044	-0.632973	-8e-06	1.2876533e-08
1.180045122580028e-09	0.10155186	0.0008937837	-0.63202834	-0.63289624	-8e-06	1.2876776e-08
1.190003440904822e-09	0.101553716	0.0008801639	-0.6319564	-0.63282365	-8e-06	1.287701e-08
1.2000143880058483e-09	0.10155549	0.0008654198	-0.63188803	-0.6327547	-8e-06	1.2877236e-08
1.2100252901897113e-09	0.10155713	0.0008496907	-0.631824	-0.63269013	-8e-06	1.2877443e-08
1.220036119880335e-09	0.10155869	0.00083308667	-0.6317644	-0.6326301	-8e-06	1.2877641e-08
1.230046905748616e-09	0.1015602	0.00081574754	-0.6317097	-0.6325748	-8e-06	1.2877834e-08
1.240004936312452e-09	0.1015616	0.00079786486	-0.63166004	-0.6325247	-8e-06	1.287801e-08
1.2500156427541706e-09	0.10156288	0.000779341	-0.63161516	-0.6324794	-8e-06	1.2878173e-08
1.2600263033441691e-09	0.10156404	0.0007603587	-0.6315755	-0.6324395	-8e-06	1.2878321e-08
1.2700369309989518e-09	0.1015651	0.000741036	-0.6315411	-0.63240474	-8e-06	1.2878455e-08
1.2800475392621257e-09	0.101565994	0.00072151556	-0.63151205	-0.6323753	-8e-06	1.2878568e-08
1.290005435587262e-09	0.10156683	0.0007019725	-0.63148844	-0.6323516	-8e-06	1.2878674e-08
1.3000159660677594e-09	0.10156755	0.00068230985	-0.6314701	-0.6323331	-8e-06	1.2878766e-08
1.3100264883987694e-09	0.1015681	0.00066275854	-0.6314571	-0.6323199	-8e-06	1.2878834e-08
1.3200370572606362e-09	0.101568505	0.0006433536	-0.63144946	-0.6323122	-8e-06	1.28788855e-08
1.3300475939807368e-09	0.10156884	0.00062420644	-0.63144696	-0.63230973	-8e-06	1.2878927e-08
1.3400054180593858e-09	0.10156896	0.0006055859	-0.63144964	-0.63231236	-8e-06	1.2878944e-08
1.3500159197078792e-09	0.10156901	0.00058734807	-0.6314572	-0.63232005	-8e-06	1.2878952e-08
1.3600264512171409e-09	0.10156905	0.0005696053	-0.63146967	-0.6323326	-8e-06	1.2878955e-08
1.3700369860352667e-09	0.10156892	0.00055251055	-0.63148695	-0.63234997	-8e-06	1.2878939e-08
1.3800475234855459e-09	0.10156859	0.0005361204	-0.63150865	-0.6323718	-8e-06	1.2878896e-08
1.3900053794489585e-09	0.10156815	0.0005205407	-0.63153434	-0.63239783	-8e-06	1.2878841e-08
1.4000159196875084e-09	0.101567656	0.0005057272	-0.63156444	-0.63242817	-8e-06	1.2878779e-08
1.4100264919824984e-09	0.10156707	0.00049184286	-0.63159823	-0.63246226	-8e-06	1.2878705e-08
1.4200370112976329e-09	0.10156638	0.00047889544	-0.6316357	-0.63250005	-8e-06	1.2878616e-08
1.4300475648167156e-09	0.10156563	0.0004669043	-0.6316763	-0.63254106	-8e-06	1.2878523e-08
1.4400054070592243e-09	0.10156484	0.0004559877	-0.6317199	-0.63258487	-8e-06	1.2878422e-08
1.4500159386828632e-09	0.10156389	0.0004460804	-0.6317663	-0.63263166	-8e-06	1.2878302e-08
1.4600264864014782e-09	0.10156284	0.00043727722	-0.63181514	-0.632681	-8e-06	1.2878169e-08
1.4700370452134074e-09	0.10156178	0.00042956547	-0.63186616	-0.63273245	-8e-06	1.2878033e-08
1.480047616262221e-09	0.1015607	0.0004229776	-0.6319189	-0.6327857	-8e-06	1.2877895e-08
1.4900054996434017e-09	0.10155961	0.0004175765	-0.6319729	-0.6328402	-8e-06	1.28777575e-08
1.5000160627238088e-09	0.10155846	0.00041326976	-0.6320284	-0.6328961	-8e-06	1.28776145e-08
1.5100266081997895e-09	0.10155725	0.00041005088	-0.6320849	-0.632953	-8e-06	1.2877459e-08
1.5200371211669137e-09	0.10155596	0.0004079565	-0.6321419	-0.63301057	-8e-06	1.2877295e-08
1.5300476482566523e-09	0.101554684	0.00040699373	-0.6321991	-0.6330683	-8e-06	1.2877134e-08
1.540005528643734e-09	0.10155345	0.00040712944	-0.63225603	-0.6331258	-8e-06	1.2876978e-08
1.5500160920608944e-09	0.10155222	0.00040832203	-0.632313	-0.6331831	-8e-06	1.28768205e-08
1.56002663083045e-09	0.10155097	0.00041053825	-0.6323694	-0.63324	-8e-06	1.2876662e-08
1.5700371426341171e-09	0.101549715	0.0004137367	-0.6324248	-0.63329595	-8e-06	1.2876503e-08
1.5800476689966846e-09	0.10154846	0.00041789387	-0.63247913	-0.63335073	-8e-06	1.2876346e-08
1.5900055140953882e-09	0.10154725	0.00042295206	-0.63253176	-0.6334039	-8e-06	1.2876191e-08
1.6000160239557378e-09	0.10154607	0.0004289198	-0.63258314	-0.63345563	-8e-06	1.2876042e-08
1.6100265339074061e-09	0.10154495	0.00043570783	-0.63263255	-0.63350546	-8e-06	1.28759e-08
1.6200370739108294e-09	0.10154385	0.00044326452	-0.63268006	-0.63355345	-8e-06	1.2875759e-08
1.6300475872281207e-09	0.10154276	0.00045152116	-0.63272524	-0.6335989	-8e-06	1.2875622e-08
1.640005436662746e-09	0.10154172	0.0004603835	-0.6327676	-0.6336418	-8e-06	1.2875491e-08
1.6500159370911817e-09	0.10154073	0.0004698932	-0.6328078	-0.6336823	-8e-06	1.2875364e-08
1.6600264638352933e-09	0.10153981	0.0004799529	-0.63284516	-0.63372	-8e-06	1.2875248e-08
1.6700369714544322e-09	0.10153898	0.00049049646	-0.6328796	-0.63375473	-8e-06	1.2875143e-08
1.6800474877883945e-09	0.10153821	0.00050143915	-0.63291115	-0.63378656	-8e-06	1.2875046e-08
1.6900053563506163e-09	0.10153745	0.0005126486	-0.6329394	-0.6338151	-8e-06	1.2874949e-08
1.700015928768217e-09	0.10153671	0.00052419584	-0.6329647	-0.6338405	-8e-06	1.2874856e-08
1.710026482007254e-09	0.101536065	0.00053597346	-0.63298666	-0.6338628	-8e-06	1.2874772e-08
1.7200370528952255e-09	0.10153554	0.0005479145	-0.63300544	-0.6338816	-8e-06	1.2874706e-08
1.7300476277582002e-09	0.10153513	0.000559948	-0.63302094	-0.6338973	-8e-06	1.2874653e-08
1.7400055168348773e-09	0.10153477	0.00057195075	-0.63303304	-0.6339096	-8e-06	1.2874607e-08
1.7500160954267582e-09	0.10153436	0.00058396196	-0.63304186	-0.6339185	-8e-06	1.28745565e-08
1.7600266754859578e-09	0.101533994	0.0005958579	-0.6330475	-0.6339242	-8e-06	1.287451e-08
1.7700373059592347e-09	0.10153379	0.0006076114	-0.6330499	-0.6339266	-8e-06	1.28744855e-08
1.780047922564884e-09	0.101533785	0.00061918335	-0.6330492	-0.63392586	-8e-06	1.2874485e-08
1.7900058547595036e-09	0.101533815	0.00063044426	-0.63304543	-0.63392204	-8e-06	1.2874487e-08
1.800016477277553e-09	0.10153373	0.0006414367	-0.6330386	-0.6339152	-8e-06	1.28744775e-08
1.8100271017688812e-09	0.10153365	0.0006520109	-0.63302886	-0.6339054	-8e-06	1.2874466e-08
1.820037770671582e-09	0.10153374	0.0006621902	-0.63301635	-0.6338927	-8e-06	1.28744775e-08
1.8300484206282427e-09	0.10153404	0.0006719824	-0.63300115	-0.63387734	-8e-06	1.2874516e-08
1.840006405150485e-09	0.101534404	0.0006812587	-0.63298345	-0.6338596	-8e-06	1.2874563e-08
1.8500170632941204e-09	0.10153474	0.0006900098	-0.6329633	-0.6338393	-8e-06	1.2874606e-08
1.8600277578985172e-09	0.10153503	0.00069813273	-0.632941	-0.6338168	-8e-06	1.2874641e-08
1.870038429630979e-09	0.101535335	0.0007056677	-0.6329166	-0.6337921	-8e-06	1.2874683e-08
1.8800491128477313e-09	0.101535805	0.00071264565	-0.63289016	-0.6337655	-8e-06	1.2874739e-08
1.8900070805705077e-09	0.10153638	0.00071900187	-0.6328622	-0.6337374	-8e-06	1.2874813e-08
1.900017776902457e-09	0.10153701	0.0007247258	-0.63283265	-0.63370746	-8e-06	1.2874893e-08
1.910028498285398e-09	0.10153763	0.0007297178	-0.6328016	-0.6336762	-8e-06	1.2874971e-08
1.9200392050972822e-09	0.10153824	0.00073398615	-0.63276935	-0.6336436	-8e-06	1.2875049e-08
1.930049894697052e-09	0.101538874	0.00073758536	-0.6327362	-0.6336102	-8e-06	1.287513e-08
1.940007894519977e-09	0.10153954	0.0007405156	-0.63270235	-0.6335761	-8e-06	1.2875215e-08
1.9500185993384112e-09	0.10154025	0.0007427932	-0.63266784	-0.6335412	-8e-06	1.2875304e-08
1.9600293386747142e-09	0.101541035	0.00074435933	-0.63263273	-0.6335059	-8e-06	1.2875403e-08
1.9700400477664266e-09	0.101541825	0.0007452092	-0.63259757	-0.63347036	-8e-06	1.2875502e-08
1.9800507640743985e-09	0.101542585	0.0007453757	-0.6325623	-0.6334348	-8e-06	1.2875599e-08
1.990008804962855e-09	0.10154334	0.00074489287	-0.63252723	-0.6333994	-8e-06	1.2875695e-08
2e-09	0.10154408	0.0007437822	-0.63249236	-0.63336426	-8e-06	1.2875789e-08
2.010015925722704e-09	0.10154485	0.0007420512	-0.632458	-0.63332963	-8e-06	1.2875887e-08
2.0200266322893268e-09	0.101545654	0.0007397193	-0.63242424	-0.63329554	-8e-06	1.2875987e-08
2.0300373565395966e-09	0.10154643	0.0007367911	-0.6323912	-0.6332622	-8e-06	1.2876087e-08
2.040048074991753e-09	0.101547174	0.0007332983	-0.6323592	-0.63322985	-8e-06	1.2876183e-08
2.05e-09	0.1015479	0.0007293182	-0.63232845	-0.6331988	-8e-06	1.2876273e-08
2.060014881835449e-09	0.10154862	0.0007248316	-0.6322986	-0.63316876	-8e-06	1.2876364e-08
2.0700255878258105e-09	0.10154933	0.0007198887	-0.6322702	-0.63314015	-8e-06	1.2876455e-08
2.0800363072357176e-09	0.101550005	0.00071451266	-0.6322433	-0.633113	-8e-06	1.2876541e-08
2.090047039312488e-09	0.10155065	0.000708748	-0.63221794	-0.63308746	-8e-06	1.2876623e-08
2.1e-09	0.10155124	0.00070267497	-0.6321944	-0.6330637	-8e-06	1.2876699e-08
2.1100143879754454e-09	0.1015518	0.00069626083	-0.6321725	-0.6330415	-8e-06	1.2876769e-08
2.1200250867237204e-09	0.101552345	0.0006895888	-0.6321523	-0.6330213	-8e-06	1.2876837e-08
2.1300357670851886e-09	0.101552844	0.00068267086	-0.63213414	-0.6330029	-8e-06	1.28769e-08
2.1400464181772414e-09	0.101553306	0.0006755574	-0.6321179	-0.6329865	-8e-06	1.2876958e-08
2.1500000000000002e-09	0.1015537	0.0006683392	-0.6321036	-0.63297206	-8e-06	1.2877009e-08
2.1600140579106375e-09	0.10155406	0.0006609773	-0.6320913	-0.6329597	-8e-06	1.2877056e-08
2.170024737266132e-09	0.10155443	0.0006535577	-0.63208103	-0.6329493	-8e-06	1.28771e-08
2.180035446032656e-09	0.10155473	0.0006460988	-0.6320728	-0.632941	-8e-06	1.287714e-08
2.1900461193415634e-09	0.101554975	0.0006386319	-0.6320667	-0.6329348	-8e-06	1.287717e-08
2.2000000000000003e-09	0.101555154	0.0006312459	-0.6320626	-0.63293076	-8e-06	1.28771935e-08
2.2100138655128996e-09	0.10155526	0.0006239096	-0.6320605	-0.6329286	-8e-06	1.2877205e-08
2.220024470732418e-09	0.10155528	0.00061672484	-0.63206035	-0.63292843	-8e-06	1.28772095e-08
2.230035134871736e-09	0.10155531	0.00060970377	-0.63206196	-0.6329301	-8e-06	1.2877212e-08
2.2400457951032718e-09	0.10155538	0.00060285354	-0.63206565	-0.6329336	-8e-06	1.2877222e-08
2.2500000000000003e-09	0.10155546	0.000596243	-0.63207096	-0.63293904	-8e-06	1.2877232e-08
2.2600136393064165e-09	0.10155544	0.000589827	-0.6320781	-0.6329463	-8e-06	1.2877229e-08
2.2700243231618278e-09	0.10155525	0.00058368075	-0.632087	-0.6329552	-8e-06	1.2877205e-08
2.2800349307446374e-09	0.101554975	0.0005778223	-0.63209736	-0.63296574	-8e-06	1.287717e-08
2.290045565151733e-09	0.10155478	0.00057231437	-0.6321094	-0.63297784	-8e-06	1.28771465e-08
2.3000000000000003e-09	0.101554595	0.00056722615	-0.6321227	-0.6329913	-8e-06	1.2877123e-08
2.310013457982057e-09	0.101554394	0.0005624618	-0.6321374	-0.63300616	-8e-06	1.2877098e-08
2.3200240907018316e-09	0.10155411	0.0005580303	-0.63215333	-0.6330222	-8e-06	1.287706e-08
2.3300347135570927e-09	0.101553746	0.0005539634	-0.6321703	-0.63303936	-8e-06	1.2877014e-08
2.340045343427071e-09	0.101553366	0.00055032875	-0.6321883	-0.6330575	-8e-06	1.2876965e-08
2.3500000000000004e-09	0.10155298	0.00054715737	-0.63220716	-0.63307637	-8e-06	1.2876916e-08
2.360013326542104e-09	0.1015526	0.0005443961	-0.63222665	-0.6330962	-8e-06	1.2876869e-08
2.3700239636313724e-09	0.101552196	0.0005420492	-0.63224703	-0.63311666	-8e-06	1.287682e-08
2.380034584326975e-09	0.101551756	0.0005401146	-0.63226783	-0.63313764	-8e-06	1.2876764e-08
2.3900451997575084e-09	0.10155132	0.00053859333	-0.63228905	-0.6331591	-8e-06	1.2876707e-08
2.4000000000000004e-09	0.10155086	0.0005375158	-0.6323105	-0.6331807	-8e-06	1.2876649e-08
2.410013199028205e-09	0.10155038	0.0005368765	-0.6323322	-0.6332026	-8e-06	1.2876588e-08
2.420023844767673e-09	0.1015499	0.0005366589	-0.632354	-0.63322455	-8e-06	1.28765265e-08
2.4300344831807277e-09	0.10154943	0.00053684495	-0.6323757	-0.6332464	-8e-06	1.2876468e-08
2.4400450993197773e-09	0.101548955	0.00053741754	-0.63239723	-0.6332682	-8e-06	1.2876409e-08
2.4500000000000004e-09	0.101548485	0.0005383737	-0.6324185	-0.6332896	-8e-06	1.2876348e-08
2.4600131615700795e-09	0.10154799	0.00053971977	-0.63243943	-0.63331074	-8e-06	1.2876286e-08
2.470023781748815e-09	0.10154752	0.0005414238	-0.6324599	-0.6333314	-8e-06	1.28762245e-08
2.480034417032026e-09	0.101547055	0.000543473	-0.63247985	-0.6333515	-8e-06	1.2876168e-08
2.490045041435101e-09	0.10154663	0.00054585375	-0.63249916	-0.633371	-8e-06	1.2876113e-08
2.5000000000000005e-09	0.101546206	0.00054852176	-0.6325176	-0.6333896	-8e-06	1.2876059e-08
2.510013125087059e-09	0.101545766	0.00055148196	-0.6325353	-0.63340753	-8e-06	1.2876003e-08
2.520023744252324e-09	0.10154535	0.00055470905	-0.6325522	-0.6334245	-8e-06	1.287595e-08
2.530034350392232e-09	0.10154496	0.00055818376	-0.6325682	-0.63344055	-8e-06	1.2875902e-08
2.5400449637832127e-09	0.10154461	0.00056188466	-0.63258314	-0.63345563	-8e-06	1.2875857e-08
2.5500000000000005e-09	0.101544276	0.00056576205	-0.6325969	-0.6334696	-8e-06	1.2875814e-08
2.560013061607233e-09	0.10154392	0.0005698269	-0.6326096	-0.63348246	-8e-06	1.2875769e-08
2.5700236869682444e-09	0.10154359	0.0005740369	-0.6326212	-0.6334942	-8e-06	1.2875728e-08
2.5800343085109874e-09	0.10154329	0.0005783739	-0.63263166	-0.6335047	-8e-06	1.287569e-08
2.5900449313523002e-09	0.101543054	0.0005828231	-0.63264084	-0.633514	-8e-06	1.2875659e-08
2.6000000000000005e-09	0.101542845	0.00058731495	-0.6326487	-0.6335219	-8e-06	1.2875633e-08
