# t (s)	mx ()	my ()	mz ()	m_z_yrange7_ ()	I_x (A)
2.350000000000001e-09	0.08475988	0.0028342847	-0.2997412	-0.30013478	-8e-06
2.3600033340423674e-09	0.08474821	0.0028553135	-0.29760098	-0.29799157	-8e-06
2.3700136532310023e-09	0.084740534	0.0028719704	-0.29545444	-0.2958421	-8e-06
2.3800238845220245e-09	0.08473783	0.0028825342	-0.2933049	-0.2936896	-8e-06
2.3900340915531078e-09	0.08473813	0.0028853961	-0.29115403	-0.2915358	-8e-06
2.4000000000000012e-09	0.08473834	0.0028806252	-0.2890129	-0.28939176	-8e-06
2.4100168873723515e-09	0.084736735	0.0028700484	-0.28686252	-0.28723845	-8e-06
2.4200271144509796e-09	0.08473407	0.002856208	-0.2847166	-0.28508955	-8e-06
2.4300373143421153e-09	0.08473269	0.0028406924	-0.28257477	-0.28294477	-8e-06
2.4400473718106695e-09	0.08473434	0.0028234785	-0.2804379	-0.28080493	-8e-06
2.4500000000000013e-09	0.08473872	0.0028037694	-0.27831882	-0.2786829	-8e-06
2.460013498039124e-09	0.08474379	0.0027809402	-0.27619284	-0.27655384	-8e-06
2.470023465405362e-09	0.08474736	0.002756125	-0.27407393	-0.27443188	-8e-06
2.4800334206323834e-09	0.08474881	0.0027314173	-0.27196142	-0.27231625	-8e-06
2.490043404638801e-09	0.0847493	0.0027087785	-0.26985514	-0.2702068	-8e-06
2.5000000000000013e-09	0.084750585	0.0026890717	-0.26776597	-0.26811442	-8e-06
2.510010558119727e-09	0.08475345	0.0026716208	-0.26567087	-0.26601607	-8e-06
2.5200205108824133e-09	0.084757045	0.0026557972	-0.2635807	-0.2639226	-8e-06
2.5300304504599967e-09	0.08475965	0.0026416413	-0.26149452	-0.261833	-8e-06
2.5400404007757254e-09	0.08476007	0.002630275	-0.25941148	-0.2597465	-8e-06
2.5500000000000013e-09	0.08475853	0.002623216	-0.25734106	-0.2576726	-8e-06
2.5600388112898476e-09	0.08475628	0.0026212682	-0.25525522	-0.25558323	-8e-06
2.5700487664743374e-09	0.08475451	0.0026242917	-0.25317535	-0.25349975	-8e-06
2.5800060124135016e-09	0.08475332	0.0026314144	-0.25110513	-0.25142592	-8e-06
2.590015935148278e-09	0.08475172	0.0026421396	-0.24902156	-0.24933858	-8e-06
2.6000000000000014e-09	0.08474854	0.0026566228	-0.24693954	-0.2472529	-8e-06
2.6100143009445537e-09	0.08474339	0.002675778	-0.24484627	-0.24515584	-8e-06
2.620024247772672e-09	0.08473687	0.0027002986	-0.2427476	-0.24305339	-8e-06
2.630034239859864e-09	0.084730074	0.002730255	-0.24064133	-0.24094336	-8e-06
2.640044202349758e-09	0.08472353	0.002765051	-0.23852621	-0.23882444	-8e-06
2.6500000000000014e-09	0.084716976	0.0028037827	-0.2364124	-0.23670693	-8e-06
2.660011419438752e-09	0.08470949	0.0028466694	-0.23427542	-0.23456617	-8e-06
2.670021429146286e-09	0.084700406	0.0028938877	-0.23212601	-0.23241302	-8e-06
2.6800314453429235e-09	0.08468978	0.0029460578	-0.22996259	-0.23024592	-8e-06
2.6900414601076065e-09	0.084678225	0.0030035055	-0.22778384	-0.22806358	-8e-06
2.7000000000000014e-09	0.08466645	0.003065728	-0.22559983	-0.22587605	-8e-06
2.7100426293673125e-09	0.08465436	0.0031331526	-0.22337943	-0.22365215	-8e-06
2.7200000101633764e-09	0.08464161	0.0032043476	-0.2211587	-0.22142807	-8e-06
2.730010064847233e-09	0.08462737	0.0032803856	-0.21890569	-0.21917176	-8e-06
2.7400201613148256e-09	0.08461135	0.0033612824	-0.21663068	-0.21689358	-8e-06
2.7500000000000015e-09	0.084593795	0.0034470789	-0.21433938	-0.21459913	-8e-06
2.760010665331853e-09	0.084575064	0.0035382323	-0.21201637	-0.21227312	-8e-06
2.7700207766191045e-09	0.08455552	0.00363403	-0.20966752	-0.20992136	-8e-06
2.7800308759884724e-09	0.084535025	0.0037338706	-0.20729151	-0.20754257	-8e-06
2.79004097548145e-09	0.08451316	0.0038372492	-0.20488717	-0.20513543	-8e-06
2.8000000000000015e-09	0.08448972	0.003943261	-0.20246592	-0.20271161	-8e-06
2.810011824890291e-09	0.08446448	0.004052656	-0.20000175	-0.20024481	-8e-06
2.8200219518690023e-09	0.08443804	0.0041642557	-0.19750705	-0.19774759	-8e-06
2.8300321326988465e-09	0.08441089	0.0042771455	-0.19498102	-0.19521904	-8e-06
2.8400422831382813e-09	0.084383376	0.004390134	-0.19242343	-0.19265898	-8e-06
2.8500000000000015e-09	0.084355645	0.004501418	-0.18984802	-0.19008109	-8e-06
2.86003289112807e-09	0.08432728	0.004611329	-0.18722205	-0.18745264	-8e-06
2.8700430557691173e-09	0.084298626	0.0047177984	-0.18457162	-0.18479975	-8e-06
2.8800005303319274e-09	0.08427018	0.0048195855	-0.18190603	-0.18213165	-8e-06
2.8900107044556165e-09	0.084242195	0.0049166586	-0.17919838	-0.17942145	-8e-06
2.9000000000000016e-09	0.08421537	0.0050070216	-0.17647016	-0.17669067	-8e-06
2.9100151938904655e-09	0.084189914	0.0050897943	-0.17371058	-0.17392845	-8e-06
2.920025340909433e-09	0.084165916	0.0051635043	-0.17093047	-0.17114565	-8e-06
2.9300354859881847e-09	0.08414353	0.005227179	-0.1681311	-0.16834351	-8e-06
2.9400456585071145e-09	0.084122986	0.0052799326	-0.16531548	-0.16552505	-8e-06
2.9500000000000016e-09	0.08410483	0.005320691	-0.16250268	-0.16270933	-8e-06
2.9600127749004013e-09	0.08408936	0.005349001	-0.15966392	-0.15986757	-8e-06
2.9700229249832857e-09	0.08407704	0.005363666	-0.15682021	-0.15702079	-8e-06
2.9800330596411232e-09	0.084068015	0.0053639137	-0.15397483	-0.15417223	-8e-06
2.990043190600072e-09	0.08406229	0.0053491984	-0.15113187	-0.15132602	-8e-06
3.0000000000000016e-09	0.0840599	0.0053194263	-0.14831068	-0.14850152	-8e-06
3.010010696278406e-09	0.08406095	0.005274178	-0.14548513	-0.14567262	-8e-06
3.020020862829609e-09	0.084065616	0.0052136136	-0.14267501	-0.14285913	-8e-06
3.030031006177529e-09	0.08407402	0.0051379083	-0.13988437	-0.1400651	-8e-06
3.0400411275246765e-09	0.08408605	0.005047448	-0.13711734	-0.13729472	-8e-06
3.0500000000000017e-09	0.08410131	0.004943478	-0.13439178	-0.13456586	-8e-06
3.0600046240753217e-09	0.084119566	0.004826002	-0.13168474	-0.13185556	-8e-06
3.070014731581976e-09	0.084140375	0.004696691	-0.12901066	-0.12917832	-8e-06
3.0800248220868413e-09	0.084163405	0.0045571243	-0.126374	-0.12653856	-8e-06
