# t (s)	mx ()	my ()	mz ()	m_z_yrange7_ ()	I_x (A)	ext_dwxpos (m)
1.9000614351661077e-10	0.1043297	0.0011460774	-0.6471833	-0.6482036	-8e-06	1.3229006e-08
2.0002106123957755e-10	0.10433344	0.0011445311	-0.64697915	-0.6479977	-8e-06	1.3229481e-08
2.100354048119595e-10	0.10433732	0.0011384068	-0.64677703	-0.647794	-8e-06	1.3229973e-08
2.200497537190176e-10	0.10434124	0.0011277535	-0.64657825	-0.64759356	-8e-06	1.3230469e-08
2.300119201801997e-10	0.104345016	0.0011128356	-0.64638484	-0.64739865	-8e-06	1.3230949e-08
2.400276150037927e-10	0.10434869	0.0010937677	-0.64619607	-0.6472083	-8e-06	1.3231414e-08
2.50044182570068e-10	0.104352325	0.0010708732	-0.64601386	-0.64702445	-8e-06	1.3231874e-08
2.60006933097343e-10	0.10435593	0.001044504	-0.6458401	-0.64684933	-8e-06	1.3232333e-08
2.7001677433752275e-10	0.10435957	0.0010145671	-0.64567405	-0.6466819	-8e-06	1.32327935e-08
2.8002709300098394e-10	0.10436308	0.000981398	-0.6455173	-0.6465239	-8e-06	1.3233237e-08
2.9003790343839295e-10	0.1043664	0.00094527274	-0.6453707	-0.6463761	-8e-06	1.32336595e-08
3.000491632567834e-10	0.10436951	0.00090650254	-0.64523494	-0.64623916	-8e-06	1.3234055e-08
3.10008138621156e-10	0.10437236	0.0008656224	-0.6451112	-0.64611435	-8e-06	1.3234417e-08
3.20020174802948e-10	0.104375035	0.0008225717	-0.6449988	-0.64600086	-8e-06	1.3234755e-08
3.300325013223211e-10	0.10437752	0.0007778453	-0.6448988	-0.6459	-8e-06	1.3235069e-08
3.4004513489606043e-10	0.10437981	0.00073171	-0.64481145	-0.6458119	-8e-06	1.32353595e-08
3.500052665004124e-10	0.10438187	0.0006847046	-0.64473754	-0.6457374	-8e-06	1.323562e-08
3.600183395928197e-10	0.10438363	0.0006366804	-0.64467645	-0.6456758	-8e-06	1.3235846e-08
3.7003158082091924e-10	0.10438507	0.0005881959	-0.6446286	-0.6456275	-8e-06	1.3236028e-08
3.800449820517686e-10	0.10438621	0.00053958886	-0.64459413	-0.64559275	-8e-06	1.3236171e-08
3.900058634050125e-10	0.104387105	0.00049146166	-0.644573	-0.6455714	-8e-06	1.3236284e-08
4.000196028832911e-10	0.10438775	0.00044359287	-0.6445648	-0.6455632	-8e-06	1.3236367e-08
4.10033537142916e-10	0.1043881	0.0003964783	-0.6445696	-0.64556783	-8e-06	1.3236412e-08
4.200475796225222e-10	0.10438821	0.00035035372	-0.6445868	-0.6455852	-8e-06	1.3236424e-08
4.300089882619003e-10	0.10438808	0.00030575928	-0.64461607	-0.6456146	-8e-06	1.3236408e-08
4.4002322777169905e-10	0.104387656	0.00026252618	-0.64465725	-0.6456561	-8e-06	1.3236356e-08
4.5003760421483826e-10	0.104386955	0.00022112107	-0.6447096	-0.64570886	-8e-06	1.3236266e-08
4.6005208070145665e-10	0.10438601	0.00018173613	-0.6447726	-0.6457724	-8e-06	1.3236146e-08
4.700139542180635e-10	0.10438488	0.00014475593	-0.64484537	-0.6458456	-8e-06	1.32360025e-08
4.800286241463778e-10	0.104383565	0.00010998605	-0.6449277	-0.6459287	-8e-06	1.32358355e-08
4.900433525181053e-10	0.10438209	7.778011e-05	-0.6450188	-0.6460205	-8e-06	1.3235649e-08
5.000054102567862e-10	0.10438043	4.841185e-05	-0.6451172	-0.6461196	-8e-06	1.3235438e-08
5.100202245454046e-10	0.104378566	2.172793e-05	-0.6452232	-0.64622647	-8e-06	1.3235202e-08
5.200350425325809e-10	0.10437657	-2.0132707e-06	-0.6453355	-0.6463397	-8e-06	1.3234949e-08
5.300498806062381e-10	0.10437447	-2.2730743e-05	-0.6454533	-0.6464584	-8e-06	1.3234681e-08
5.400119994584207e-10	0.10437229	-4.027143e-05	-0.645575	-0.64658105	-8e-06	1.3234407e-08
5.500239792776705e-10	0.10437006	-5.4793654e-05	-0.64570105	-0.6467082	-8e-06	1.3234124e-08
5.600350351032237e-10	0.104367755	-6.618861e-05	-0.6458299	-0.64683807	-8e-06	1.3233831e-08
5.700463389160963e-10	0.104365386	-7.445685e-05	-0.6459609	-0.64697015	-8e-06	1.3233531e-08
5.80005121023261e-10	0.10436298	-7.9588186e-05	-0.6460924	-0.64710265	-8e-06	1.3233225e-08
5.900167417319114e-10	0.10436056	-8.1664e-05	-0.64622486	-0.6472361	-8e-06	1.3232918e-08
6.000283964258443e-10	0.104358144	-8.0711834e-05	-0.64635676	-0.64736915	-8e-06	1.3232614e-08
6.100400786093555e-10	0.104355805	-7.680889e-05	-0.6464874	-0.6475008	-8e-06	1.3232316e-08
6.20051797689502e-10	0.10435348	-7.004743e-05	-0.6466159	-0.6476304	-8e-06	1.3232021e-08
6.300108429654116e-10	0.104351185	-6.0606453e-05	-0.646741	-0.6477565	-8e-06	1.3231731e-08
6.400225293533623e-10	0.10434892	-4.8501508e-05	-0.64686316	-0.64787966	-8e-06	1.32314435e-08
6.500342301587639e-10	0.10434672	-3.3889533e-05	-0.646981	-0.6479986	-8e-06	1.3231165e-08
6.6004597322121e-10	0.104344636	-1.6904905e-05	-0.64709413	-0.6481126	-8e-06	1.32309e-08
6.700050918517457e-10	0.10434266	2.1846263e-06	-0.6472012	-0.64822054	-8e-06	1.32306495e-08
6.800170004415062e-10	0.10434076	2.3395105e-05	-0.64730287	-0.648323	-8e-06	1.3230409e-08
6.900289863776945e-10	0.10433898	4.6428886e-05	-0.64739805	-0.64841896	-8e-06	1.3230182e-08
7.000411616114657e-10	0.104337275	7.113999e-05	-0.6474862	-0.64850795	-8e-06	1.32299665e-08
7.10000818291276e-10	0.1043357	9.7205586e-05	-0.64756674	-0.64858913	-8e-06	1.3229767e-08
7.200133016008679e-10	0.10433424	0.000124698	-0.64764	-0.64866304	-8e-06	1.3229582e-08
7.300260223969405e-10	0.10433291	0.00015330885	-0.6477054	-0.64872885	-8e-06	1.3229414e-08
7.400389316038057e-10	0.10433172	0.00018281353	-0.6477625	-0.6487865	-8e-06	1.3229262e-08
7.500520066129451e-10	0.10433066	0.00021300532	-0.64781123	-0.64883566	-8e-06	1.3229128e-08
7.600125867312269e-10	0.10432977	0.0002435254	-0.6478513	-0.64887613	-8e-06	1.3229015e-08
7.700261032472036e-10	0.104329	0.00027451868	-0.64788324	-0.64890826	-8e-06	1.3228917e-08
7.800398577305555e-10	0.104328334	0.0003056085	-0.6479065	-0.6489317	-8e-06	1.3228833e-08
7.900011841409307e-10	0.10432782	0.00033645311	-0.64792114	-0.6489465	-8e-06	1.3228769e-08
8.000154163315922e-10	0.104327455	0.0003671927	-0.64792746	-0.64895296	-8e-06	1.3228721e-08
8.100299315628198e-10	0.10432726	0.00039749002	-0.6479256	-0.6489512	-8e-06	1.32286955e-08
8.200446973834667e-10	0.1043272	0.00042713774	-0.6479156	-0.6489411	-8e-06	1.3228689e-08
8.300070672547309e-10	0.104327224	0.00045584593	-0.6478979	-0.6489233	-8e-06	1.3228692e-08
8.400222854972191e-10	0.104327366	0.0004837117	-0.64787257	-0.6488977	-8e-06	1.3228709e-08
8.500315898831564e-10	0.10432765	0.0005104581	-0.64783996	-0.64886487	-8e-06	1.3228745e-08
8.600410153172754e-10	0.10432811	0.0005359805	-0.6478004	-0.6488251	-8e-06	1.3228805e-08
8.700502915569603e-10	0.1043287	0.0005601465	-0.6477544	-0.6487787	-8e-06	1.322888e-08
8.800071148313016e-10	0.10432938	0.00058267673	-0.64770263	-0.6487266	-8e-06	1.32289655e-08
8.900168848233011e-10	0.10433018	0.00060370064	-0.647645	-0.64866847	-8e-06	1.3229067e-08
9.000269086129526e-10	0.10433105	0.00062303763	-0.6475821	-0.64860517	-8e-06	1.3229176e-08
9.100371874519276e-10	0.104332	0.0006405791	-0.6475147	-0.64853716	-8e-06	1.32292985e-08
9.200476871698622e-10	0.104333125	0.0006562826	-0.64744306	-0.6484649	-8e-06	1.32294415e-08
9.300056952528474e-10	0.10433433	0.0006700364	-0.64736813	-0.6483895	-8e-06	1.3229592e-08
9.400165945421914e-10	0.10433557	0.0006819042	-0.6472898	-0.64831054	-8e-06	1.3229751e-08
9.50027674841097e-10	0.10433689	0.0006917561	-0.647209	-0.648229	-8e-06	1.3229918e-08
9.600389441551434e-10	0.10433829	0.0006995873	-0.6471262	-0.6481455	-8e-06	1.3230094e-08
9.700503858209864e-10	0.10433975	0.0007054182	-0.6470419	-0.64806056	-8e-06	1.3230278e-08
9.800092363363459e-10	0.10434123	0.0007092429	-0.6469573	-0.64797527	-8e-06	1.3230467e-08
9.900209005621149e-10	0.10434274	0.0007111031	-0.6468718	-0.6478891	-8e-06	1.3230659e-08
1.0000326830518744e-09	0.10434424	0.0007109953	-0.6467865	-0.6478031	-8e-06	1.3230851e-08
1.010044585776237e-09	0.1043458	0.00070896855	-0.64670193	-0.6477179	-8e-06	1.32310465e-08
1.0200039073644868e-09	0.10434733	0.00070511026	-0.646619	-0.6476343	-8e-06	1.3231243e-08
1.0300159804078265e-09	0.104348905	0.00069944037	-0.64653736	-0.647552	-8e-06	1.3231443e-08
1.0400281208780635e-09	0.10435047	0.000692035	-0.64645797	-0.6474719	-8e-06	1.3231641e-08
1.0500402830580516e-09	0.104352005	0.0006829787	-0.6463811	-0.6473945	-8e-06	1.3231834e-08
1.060052483951104e-09	0.10435347	0.00067235995	-0.64630735	-0.6473201	-8e-06	1.323202e-08
1.070011983358688e-09	0.10435485	0.00066034624	-0.6462374	-0.64724946	-8e-06	1.3232196e-08
1.0800241658424624e-09	0.10435621	0.0006469197	-0.64617085	-0.6471824	-8e-06	1.3232367e-08
1.0900363232808277e-09	0.10435753	0.0006322634	-0.6461084	-0.6471194	-8e-06	1.3232535e-08
1.1000484465830975e-09	0.10435882	0.0006165056	-0.64605033	-0.6470609	-8e-06	1.32326985e-08
1.1100077532394826e-09	0.10436	0.000599819	-0.6459973	-0.64700735	-8e-06	1.3232848e-08
1.120019586960303e-09	0.104361065	0.00058215274	-0.6459489	-0.64695853	-8e-06	1.3232983e-08
1.1300311525264323e-09	0.10436204	0.0005637313	-0.64590555	-0.64691484	-8e-06	1.3233105e-08
1.1400424133559564e-09	0.10436295	0.0005447107	-0.6458674	-0.64687645	-8e-06	1.32332225e-08
1.1500005862861124e-09	0.104363754	0.0005253362	-0.64583486	-0.6468437	-8e-06	1.3233323e-08
1.1600111058566155e-09	0.10436447	0.00050549733	-0.6458077	-0.64681613	-8e-06	1.32334135e-08
1.1700213602967485e-09	0.1043651	0.0004854035	-0.64578605	-0.64679426	-8e-06	1.3233496e-08
1.1800313953993785e-09	0.10436561	0.0004652293	-0.64576983	-0.6467779	-8e-06	1.323356e-08
1.19004139896187e-09	0.10436596	0.000445092	-0.6457592	-0.64676726	-8e-06	1.32336035e-08
1.2000513186554747e-09	0.10436625	0.00042508164	-0.645754	-0.646762	-8e-06	1.323364e-08
1.2100086112614327e-09	0.104366414	0.00040547104	-0.6457542	-0.6467622	-8e-06	1.32336595e-08
1.2200186263752323e-09	0.10436643	0.00038619348	-0.64575964	-0.6467677	-8e-06	1.3233663e-08
1.230028710029029e-09	0.104366444	0.00036736968	-0.6457702	-0.6467783	-8e-06	1.3233665e-08
1.2400388462765985e-09	0.104366414	0.00034917315	-0.64578575	-0.6467939	-8e-06	1.3233662e-08
1.250049055491733e-09	0.10436616	0.0003317122	-0.645806	-0.64681435	-8e-06	1.323363e-08
1.260006666127387e-09	0.1043658	0.0003151016	-0.6458306	-0.6468391	-8e-06	1.3233584e-08
1.2700170454514085e-09	0.104365386	0.00029927673	-0.64585966	-0.64686835	-8e-06	1.3233531e-08
1.2800275086101848e-09	0.1043649	0.0002844738	-0.6458926	-0.64690155	-8e-06	1.3233469e-08
1.2900380374714162e-09	0.10436433	0.00027071865	-0.6459293	-0.64693856	-8e-06	1.32333975e-08
1.3000486418225225e-09	0.10436368	0.00025802906	-0.6459694	-0.6469789	-8e-06	1.3233315e-08
1.3100066001850577e-09	0.10436302	0.00024654035	-0.64601225	-0.6470222	-8e-06	1.32332305e-08
1.3200173595680858e-09	0.104362294	0.00023620337	-0.64605814	-0.6470684	-8e-06	1.3233138e-08
1.330028156891698e-09	0.10436145	0.00022711989	-0.6461065	-0.6471171	-8e-06	1.3233032e-08
1.3400390166372916e-09	0.10436053	0.00021930141	-0.6461567	-0.64716786	-8e-06	1.3232915e-08
1.3500499618887207e-09	0.104359604	0.00021275261	-0.64620876	-0.64722025	-8e-06	1.3232799e-08
1.3600082662604828e-09	0.10435868	0.00020754136	-0.6462618	-0.6472737	-8e-06	1.3232682e-08
1.370019346334383e-09	0.104357764	0.00020363861	-0.6463161	-0.64732844	-8e-06	1.32325635e-08
1.3800304607588865e-09	0.104356825	0.0002010192	-0.64637095	-0.64738375	-8e-06	1.3232445e-08
1.3900416369053287e-09	0.10435583	0.00019965584	-0.6464261	-0.6474394	-8e-06	1.3232319e-08
1.4000001647223026e-09	0.1043548	0.0001995566	-0.6464809	-0.64749455	-8e-06	1.3232189e-08
1.4100113810554646e-09	0.10435378	0.00020070984	-0.64653563	-0.64754975	-8e-06	1.3232059e-08
1.4200226053110343e-09	0.1043528	0.000203084	-0.6465895	-0.64760405	-8e-06	1.3231934e-08
1.430033902836956e-09	0.10435184	0.0002066347	-0.6466424	-0.64765733	-8e-06	1.3231811e-08
1.4400451830479817e-09	0.104350895	0.00021129301	-0.64669377	-0.64770925	-8e-06	1.3231694e-08
1.4500037676461362e-09	0.10434996	0.00021696577	-0.6467434	-0.6477592	-8e-06	1.3231576e-08
1.460015036775004e-09	0.10434904	0.00022365988	-0.64679134	-0.64780754	-8e-06	1.32314595e-08
1.470026319322513e-09	0.10434814	0.00023131115	-0.64683706	-0.64785373	-8e-06	1.3231344e-08
1.4800375747888785e-09	0.10434729	0.0002398573	-0.64688045	-0.64789736	-8e-06	1.3231234e-08
1.4900488539818532e-09	0.10434648	0.00024921287	-0.64692104	-0.6479383	-8e-06	1.3231133e-08
1.5000074157983021e-09	0.10434575	0.00025923696	-0.64695865	-0.6479763	-8e-06	1.323104e-08
1.510018669915801e-09	0.104345076	0.00026995802	-0.6469936	-0.64801145	-8e-06	1.3230956e-08
1.520029912397182e-09	0.104344465	0.0002812428	-0.6470253	-0.6480434	-8e-06	1.3230879e-08
1.5300411186333506e-09	0.10434386	0.0002930081	-0.6470538	-0.6480721	-8e-06	1.32308005e-08
1.5400523082330262e-09	0.10434323	0.0003051803	-0.6470788	-0.64809746	-8e-06	1.3230721e-08
1.5500107749827658e-09	0.10434268	0.00031761956	-0.64710027	-0.64811903	-8e-06	1.3230652e-08
1.5600218436435857e-09	0.104342304	0.00033038104	-0.64711845	-0.6481373	-8e-06	1.3230605e-08
1.5700329101617915e-09	0.10434203	0.00034331236	-0.64713293	-0.648152	-8e-06	1.323057e-08
1.5800439683031384e-09	0.104341775	0.00035629838	-0.6471439	-0.6481631	-8e-06	1.3230537e-08
1.5900023004992018e-09	0.104341455	0.00036917525	-0.64715123	-0.64817053	-8e-06	1.3230496e-08
1.6000133110051992e-09	0.10434117	0.0003820179	-0.64715505	-0.6481744	-8e-06	1.3230462e-08
1.6100242912839182e-09	0.10434109	0.00039471837	-0.6471556	-0.6481748	-8e-06	1.32304505e-08
1.620035260132902e-09	0.10434117	0.00040722193	-0.6471526	-0.64817196	-8e-06	1.3230459e-08
1.6300462065690929e-09	0.1043412	0.0004194382	-0.64714634	-0.6481656	-8e-06	1.3230464e-08
1.6400044399637952e-09	0.10434114	0.00043115555	-0.647137	-0.64815617	-8e-06	1.3230457e-08
1.6500153583055626e-09	0.104341164	0.00044242924	-0.64712435	-0.6481435	-8e-06	1.323046e-08
1.6600262592318094e-09	0.104341365	0.00045325301	-0.6471089	-0.6481279	-8e-06	1.3230484e-08
1.6700371427988926e-09	0.10434168	0.00046359052	-0.6470906	-0.64810956	-8e-06	1.3230525e-08
1.6800480554149836e-09	0.104342036	0.0004733052	-0.6470698	-0.6480886	-8e-06	1.323057e-08
1.6900062431098958e-09	0.10434233	0.00048225836	-0.6470468	-0.6480653	-8e-06	1.3230606e-08
1.7000171736233351e-09	0.10434262	0.00049052056	-0.6470213	-0.6480396	-8e-06	1.3230644e-08
1.710028069370894e-09	0.104343005	0.0004980737	-0.64699376	-0.6480119	-8e-06	1.3230693e-08
1.7200389354416639e-09	0.10434348	0.00050491287	-0.6469645	-0.64798236	-8e-06	1.3230753e-08
1.7300498113953485e-09	0.104344025	0.00051098794	-0.6469335	-0.64795125	-8e-06	1.3230823e-08
1.7400079786138155e-09	0.10434459	0.000516192	-0.6469015	-0.6479188	-8e-06	1.3230893e-08
1.7500188141391988e-09	0.104345135	0.00052055577	-0.6468681	-0.6478852	-8e-06	1.3230962e-08
1.7600296610866855e-09	0.104345694	0.0005240726	-0.6468339	-0.64785075	-8e-06	1.3231034e-08
1.770040544652514e-09	0.104346275	0.0005267664	-0.6467989	-0.64781547	-8e-06	1.3231108e-08
1.780051384972597e-09	0.10434688	0.00052866375	-0.6467635	-0.6477798	-8e-06	1.3231185e-08
1.7900095345176253e-09	0.10434751	0.000529735	-0.64672816	-0.6477442	-8e-06	1.3231264e-08
1.8000203831525234e-09	0.10434817	0.00052996626	-0.6466926	-0.64770824	-8e-06	1.32313485e-08
1.8100312147994798e-09	0.10434882	0.00052937074	-0.64665717	-0.6476726	-8e-06	1.3231433e-08
1.8200420499466744e-09	0.10434947	0.00052798534	-0.6466223	-0.6476375	-8e-06	1.3231514e-08
1.8300001643846104e-09	0.10435009	0.00052585814	-0.6465882	-0.64760303	-8e-06	1.3231592e-08
1.8400109837938212e-09	0.104350716	0.0005230219	-0.64655477	-0.6475693	-8e-06	1.3231671e-08
1.8500218184205673e-09	0.10435133	0.0005195022	-0.6465223	-0.6475367	-8e-06	1.3231749e-08
1.8600326222566314e-09	0.10435197	0.00051530555	-0.64649117	-0.6475052	-8e-06	1.323183e-08
1.870043436220433e-09	0.10435259	0.00051046244	-0.64646125	-0.64747506	-8e-06	1.3231908e-08
1.8800015701592313e-09	0.10435316	0.00050506694	-0.6464332	-0.6474467	-8e-06	1.323198e-08
1.8900123810106096e-09	0.10435369	0.0004991269	-0.64640653	-0.64741987	-8e-06	1.3232048e-08
1.9000231866775862e-09	0.104354195	0.0004927144	-0.6463817	-0.6473949	-8e-06	1.3232111e-08
1.910033973211332e-09	0.104354665	0.000485874	-0.64635885	-0.64737177	-8e-06	1.3232172e-08
1.920044784420796e-09	0.10435511	0.00047864573	-0.64633805	-0.6473507	-8e-06	1.32322295e-08
1.930002897671967e-09	0.10435556	0.0004711151	-0.6463193	-0.64733195	-8e-06	1.3232285e-08
1.940013692822168e-09	0.104355924	0.00046328214	-0.6463027	-0.6473151	-8e-06	1.3232332e-08
1.9500245061355465e-09	0.10435623	0.00045522957	-0.6462882	-0.64730054	-8e-06	1.323237e-08
1.9600352849094016e-09	0.10435654	0.00044700652	-0.6462761	-0.6472883	-8e-06	1.323241e-08
1.9700461049472054e-09	0.10435684	0.00043867112	-0.6462663	-0.6472784	-8e-06	1.3232448e-08
1.9800042195311676e-09	0.10435709	0.00043033276	-0.6462588	-0.6472709	-8e-06	1.323248e-08
1.9900150578617634e-09	0.10435725	0.00042193368	-0.6462536	-0.6472656	-8e-06	1.32324995e-08
2e-09	0.10435734	0.00041358577	-0.6462508	-0.64726275	-8e-06	1.323251e-08
2.010015203445376e-09	0.10435738	0.00040532762	-0.64625007	-0.64726204	-8e-06	1.32325155e-08
2.020026014013288e-09	0.10435736	0.00039724447	-0.6462516	-0.6472636	-8e-06	1.3232515e-08
2.030036862557576e-09	0.10435739	0.000389352	-0.64625514	-0.6472671	-8e-06	1.3232517e-08
2.0400477208346153e-09	0.10435747	0.00038168646	-0.6462608	-0.64727294	-8e-06	1.3232529e-08
2.05e-09	0.10435748	0.00037434476	-0.64626855	-0.64728063	-8e-06	1.323253e-08
2.0600149415984636e-09	0.10435734	0.00036725737	-0.64627814	-0.64729035	-8e-06	1.323251e-08
2.0700258204863393e-09	0.104357086	0.00036050656	-0.6462897	-0.6473019	-8e-06	1.3232479e-08
2.0800367084965238e-09	0.10435685	0.00035415462	-0.6463028	-0.64731526	-8e-06	1.3232448e-08
2.090047603525858e-09	0.10435664	0.00034827602	-0.6463177	-0.6473301	-8e-06	1.32324205e-08
2.1e-09	0.10435643	0.0003429116	-0.64633375	-0.6473464	-8e-06	1.32323965e-08
2.1100149724096225e-09	0.1043562	0.00033794795	-0.64635134	-0.6473641	-8e-06	1.32323645e-08
2.120025875689579e-09	0.1043559	0.0003334305	-0.64637	-0.6473829	-8e-06	1.3232328e-08
2.1300367887647122e-09	0.104355544	0.00032941825	-0.6463898	-0.6474029	-8e-06	1.3232283e-08
2.140047689371974e-09	0.104355164	0.00032595944	-0.64641047	-0.6474237	-8e-06	1.3232235e-08
2.1500000000000002e-09	0.1043548	0.0003230712	-0.64643174	-0.64744514	-8e-06	1.323219e-08
2.1600150016402712e-09	0.10435444	0.00032071336	-0.64645374	-0.64746726	-8e-06	1.3232144e-08
2.1700259234061166e-09	0.10435407	0.00031888235	-0.64647627	-0.64749	-8e-06	1.3232096e-08
2.1800368317314962e-09	0.104353674	0.0003175763	-0.64649916	-0.647513	-8e-06	1.3232046e-08
2.1900477464769757e-09	0.10435325	0.00031679688	-0.64652205	-0.64753616	-8e-06	1.3231992e-08
2.2000000000000003e-09	0.10435283	0.0003165592	-0.6465448	-0.64755917	-8e-06	1.3231939e-08
2.2100150670283362e-09	0.10435239	0.00031686205	-0.64656776	-0.6475822	-8e-06	1.3231885e-08
2.220026005574935e-09	0.104352	0.00031768036	-0.6465903	-0.64760494	-8e-06	1.32318325e-08
2.230036914664849e-09	0.10435159	0.000318977	-0.64661247	-0.6476273	-8e-06	1.3231781e-08
2.2400478425654223e-09	0.104351185	0.00032073693	-0.6466341	-0.64764917	-8e-06	1.323173e-08
2.2500000000000003e-09	0.10435079	0.00032293258	-0.6466551	-0.64767027	-8e-06	1.32316815e-08
2.2600151204159275e-09	0.104350396	0.00032557748	-0.6466753	-0.6476907	-8e-06	1.3231632e-08
2.270026031232909e-09	0.10435003	0.00032862954	-0.64669484	-0.64771026	-8e-06	1.3231583e-08
2.2800369578923757e-09	0.10434966	0.00033206318	-0.64671326	-0.6477289	-8e-06	1.3231537e-08
2.2900478554318855e-09	0.10434933	0.00033583576	-0.64673054	-0.6477464	-8e-06	1.3231495e-08
2.3000000000000003e-09	0.10434902	0.00033989866	-0.64674664	-0.64776266	-8e-06	1.3231455e-08
2.3100150955713936e-09	0.1043487	0.0003442669	-0.6467617	-0.64777786	-8e-06	1.3231415e-08
2.3200259900727406e-09	0.104348406	0.00034888912	-0.6467755	-0.6477916	-8e-06	1.3231378e-08
2.330036896351446e-09	0.10434814	0.00035373395	-0.6467878	-0.64780414	-8e-06	1.3231344e-08
2.340047823285178e-09	0.10434787	0.0003587618	-0.64679885	-0.64781517	-8e-06	1.3231311e-08
2.3500000000000004e-09	0.10434765	0.00036390396	-0.64680827	-0.64782476	-8e-06	1.3231283e-08
2.360015063747146e-09	0.104347475	0.0003691918	-0.64681643	-0.6478329	-8e-06	1.3231259e-08
2.3700259557302783e-09	0.104347326	0.00037456135	-0.6468229	-0.64783955	-8e-06	1.3231241e-08
2.380036838508852e-09	0.10434717	0.00037996852	-0.64682806	-0.6478447	-8e-06	1.3231221e-08
2.3900477581900043e-09	0.10434706	0.00038537945	-0.6468316	-0.64784825	-8e-06	1.3231207e-08
2.4000000000000004e-09	0.104347	0.0003907287	-0.6468337	-0.64785045	-8e-06	1.3231199e-08
2.4100150267987865e-09	0.10434698	0.0003960584	-0.6468344	-0.64785117	-8e-06	1.32311975e-08
2.420025881845311e-09	0.104346976	0.00040130335	-0.6468337	-0.64785045	-8e-06	1.3231196e-08
2.430036734260888e-09	0.10434694	0.00040642195	-0.64683163	-0.6478483	-8e-06	1.3231192e-08
2.4400476258135223e-09	0.10434691	0.00041138864	-0.64682823	-0.6478449	-8e-06	1.3231188e-08
2.4500000000000004e-09	0.104346916	0.00041615675	-0.6468236	-0.6478402	-8e-06	1.3231189e-08
2.4600149905711514e-09	0.104346946	0.00042076342	-0.6468177	-0.6478342	-8e-06	1.3231194e-08
2.470025883179435e-09	0.10434706	0.00042515123	-0.6468105	-0.647827	-8e-06	1.3231207e-08
2.480036734569418e-09	0.10434723	0.00042929535	-0.6468022	-0.6478186	-8e-06	1.3231229e-08
2.4900476029345355e-09	0.10434738	0.0004331657	-0.6467928	-0.6478093	-8e-06	1.3231248e-08
2.5000000000000005e-09	0.10434753	0.00043670912	-0.64678264	-0.647799	-8e-06	1.3231266e-08
2.5100149510714955e-09	0.10434765	0.00043997428	-0.64677143	-0.64778763	-8e-06	1.3231283e-08
2.5200258235166844e-09	0.104347825	0.00044293609	-0.6467595	-0.6477757	-8e-06	1.3231304e-08
2.5300366997741076e-09	0.10434802	0.00044558628	-0.6467468	-0.6477629	-8e-06	1.3231328e-08
2.5400475609294694e-09	0.10434827	0.00044790603	-0.6467335	-0.6477495	-8e-06	1.3231361e-08
2.5500000000000005e-09	0.104348525	0.000449855	-0.6467199	-0.6477357	-8e-06	1.3231394e-08
2.560014862104466e-09	0.104348786	0.000451457	-0.6467057	-0.6477214	-8e-06	1.3231425e-08
2.5700257352511645e-09	0.104348995	0.00045269553	-0.6466912	-0.6477068	-8e-06	1.3231452e-08
2.5800365721060564e-09	0.10434923	0.00045359103	-0.6466765	-0.64769197	-8e-06	1.3231483e-08
2.5900474210510362e-09	0.10434949	0.00045415555	-0.64666164	-0.64767694	-8e-06	1.32315146e-08
